;;T1;T2;T3;T4;T5;T6;T7;T8p1;T8p2;TAbluft;TZuluft;Volumenstrom;Zuluft;Abluft;Foliendicke;Fuellstand;Geschwindigkeit;Innendruck;Rakelhoehe;Ventilstellung
05.09.2024;08:38:11;24,3;24,1;24,0;23,7;24,1;23,8;24,3;23,4;23,7;23,0;24,6;79,7;45;50;-189,8;0,0;0,00;-0,532;300;0
05.09.2024;08:38:21;24,3;24,1;24,0;23,7;24,1;23,8;24,3;23,4;23,7;23,0;24,6;79,7;45;50;-189,9;0,0;0,00;-0,529;300;0
05.09.2024;08:38:31;24,3;24,1;24,0;23,7;24,1;23,8;24,3;23,4;23,7;23,0;24,6;78,8;45;50;-189,8;0,0;0,00;-0,535;300;0
05.09.2024;08:38:41;24,3;24,1;24,0;23,7;24,1;23,8;24,3;23,4;23,7;23,0;24,6;79,1;45;50;-189,7;0,0;0,00;-0,535;300;0
05.09.2024;08:38:52;24,3;24,1;24,0;23,7;24,1;23,8;24,3;23,4;23,7;23,0;24,6;78,0;45;50;-141,0;0,0;4,95;-0,535;300;0
05.09.2024;08:39:02;24,3;24,1;24,0;23,7;24,1;23,8;24,3;23,4;23,7;23,0;24,6;82,1;45;50;-143,0;0,0;5,03;-0,454;300;0
05.09.2024;08:39:12;24,3;24,1;24,0;23,7;24,1;23,8;24,3;23,4;23,6;23,0;24,6;81,3;45;50;-139,5;0,0;5,05;-0,457;300;0
05.09.2024;08:39:22;24,3;24,1;24,0;23,7;24,1;23,8;24,3;23,4;23,7;23,0;24,6;81,1;45;50;-139,8;0,0;5,01;-0,457;300;0
05.09.2024;08:39:32;24,3;24,1;24,0;23,7;24,1;23,8;24,3;23,4;23,7;23,0;24,6;81,3;45;50;-140,1;0,0;5,03;-0,454;300;0
05.09.2024;08:39:42;24,3;24,1;24,0;23,7;24,1;23,8;24,3;23,4;23,7;23,0;24,6;81,0;45;50;-140,6;0,0;4,99;-0,454;300;0
05.09.2024;08:39:52;24,3;24,1;24,0;23,7;24,1;23,8;24,3;23,4;23,7;23,0;24,6;81,4;45;50;-137,0;0,0;4,98;-0,462;300;0
05.09.2024;08:40:02;24,3;24,1;24,0;23,7;24,1;23,8;24,3;23,4;23,7;23,0;24,6;81,2;45;50;-142,6;0,0;5,01;-0,460;300;0
05.09.2024;08:40:12;24,3;24,1;24,0;23,7;24,1;23,8;24,3;23,4;23,6;23,0;24,6;81,3;45;50;-143,0;0,0;4,99;-0,457;300;0
05.09.2024;08:40:22;24,3;24,1;24,0;23,7;24,1;23,8;24,3;23,4;23,7;23,0;24,6;81,7;45;50;-131,6;0,0;5,04;-0,457;300;0
05.09.2024;08:40:32;24,3;24,1;24,0;23,7;24,1;23,8;24,3;23,4;23,7;23,0;24,6;81,8;45;50;-142,6;0,0;4,99;-0,457;300;0
05.09.2024;08:40:42;24,3;24,1;24,0;23,7;24,1;23,8;24,2;23,4;23,7;23,0;24,6;81,7;45;50;-133,4;0,0;5,04;-0,457;300;0
05.09.2024;08:40:53;24,3;24,1;24,0;23,7;24,1;23,8;24,2;23,4;23,7;23,0;24,6;81,3;45;50;-137,9;0,0;5,05;-0,462;300;0
05.09.2024;08:41:03;24,3;24,1;24,0;23,7;24,1;23,8;24,2;23,4;23,7;23,0;24,6;81,8;45;50;-141,4;0,0;4,99;-0,460;300;0
05.09.2024;08:41:13;24,3;24,1;24,0;23,7;24,1;23,8;24,2;23,4;23,7;23,0;24,6;81,5;45;50;-140,9;0,0;5,03;-0,457;300;0
05.09.2024;08:41:23;24,3;24,1;24,0;23,7;24,1;23,8;24,2;23,4;23,7;23,0;24,7;81,5;45;50;-140,9;0,0;5,04;-0,457;300;0
05.09.2024;08:41:33;24,3;24,1;24,0;23,7;24,1;23,8;24,2;23,4;23,7;22,8;24,6;81,6;45;50;-125,6;0,0;4,99;-0,462;300;0
