;;T1;T2;T3;T4;T5;T6;T7;T8p1;T8p2;TAbluft;TZuluft;Volumenstrom;Zuluft;Abluft;Foliendicke;Fuellstand;Geschwindigkeit;Innendruck;Rakelhoehe;Ventilstellung
29.08.2024;08:46:21;24,9;24,7;24,6;24,3;24,7;24,3;24,8;23,8;24,0;23,4;25,0;70,8;40;45;-100,0;0,0;0,00;-0,503;200;0
29.08.2024;08:46:31;24,9;24,7;24,6;24,3;24,7;24,3;24,8;23,8;24,1;23,4;25,0;70,1;40;45;-100,0;0,0;0,00;-0,503;200;0
29.08.2024;08:46:41;24,9;24,7;24,6;24,3;24,7;24,3;24,8;23,8;24,1;23,4;25,0;70,9;40;45;-100,0;0,0;0,00;-0,506;200;0
29.08.2024;08:46:51;24,9;24,6;24,6;24,3;24,7;24,3;24,7;23,8;24,1;23,4;25,0;71,4;40;45;-100,0;0,0;0,00;-0,500;200;0
29.08.2024;08:47:01;24,9;24,7;24,6;24,3;24,7;24,3;24,7;23,8;24,1;23,4;25,0;70,5;40;45;-100,0;0,0;0,00;-0,500;200;0
29.08.2024;08:47:11;24,9;24,6;24,6;24,3;24,7;24,3;24,8;23,8;24,1;23,4;25,0;71,7;40;45;-140,9;0,0;12,55;-0,497;200;0
29.08.2024;08:47:21;24,9;24,7;24,6;24,3;24,7;24,3;24,7;23,8;24,1;23,4;25,0;73,0;40;45;-140,7;0,0;4,61;-0,434;200;0
29.08.2024;08:47:31;24,9;24,7;24,6;24,3;24,7;24,3;24,7;23,8;24,1;23,4;25,0;72,3;40;45;-140,8;0,0;5,04;-0,431;200;0
29.08.2024;08:47:41;24,9;24,6;24,6;24,3;24,7;24,3;24,7;23,8;24,1;23,4;25,0;72,7;40;45;-140,7;0,0;5,01;-0,431;200;0
29.08.2024;08:47:52;24,9;24,7;24,6;24,3;24,6;24,3;24,7;23,8;24,1;23,4;25,0;72,8;40;45;-140,7;0,0;5,02;-0,434;200;0
