;;T1;T2;T3;T4;T5;T6;T7;T8p1;T8p2;TAbluft;TZuluft;Volumenstrom;Zuluft;Abluft;Foliendicke;Fuellstand;Geschwindigkeit;Innendruck;Rakelhoehe;Ventilstellung
06.09.2024;13:25:53;32,6;32,7;32,8;31,9;32,2;30,8;32,0;36,7;36,7;24,0;27,3;89,7;50;55;-142,8;0,0;6,91;-0,549;300;0
06.09.2024;13:26:03;32,6;32,8;32,8;31,9;32,2;30,8;32,0;36,7;36,5;24,0;27,3;88,6;50;55;-136,1;0,0;4,26;-0,486;300;0
06.09.2024;13:26:13;32,7;32,8;32,8;32,0;32,2;30,8;32,1;36,7;36,5;24,0;27,3;90,4;50;55;-143,9;0,0;5,08;-0,460;300;0
06.09.2024;13:26:24;32,7;32,8;32,8;32,0;32,2;30,9;32,1;36,7;36,6;24,0;27,3;90,5;50;55;-132,6;0,0;5,02;-0,468;300;0
06.09.2024;13:26:34;32,7;32,8;32,8;32,0;32,3;30,9;32,1;36,7;36,7;24,0;27,4;90,6;50;55;-142,0;0,0;5,02;-0,462;300;0
06.09.2024;13:26:44;32,8;32,8;32,8;32,0;32,3;30,9;32,1;36,7;36,5;23,9;27,4;90,5;50;55;-139,5;0,0;5,02;-0,465;300;0
06.09.2024;13:26:54;32,8;32,8;32,8;32,0;32,3;31,0;32,1;36,6;36,6;24,0;27,4;89,6;50;55;-142,3;0,0;5,01;-0,465;300;0
06.09.2024;13:27:04;32,8;32,8;32,8;32,1;32,4;31,0;32,2;36,7;36,7;23,9;27,4;90,6;50;55;-147,4;0,0;5,01;-0,468;300;0
06.09.2024;13:27:14;32,8;32,7;32,8;32,1;32,4;31,1;32,2;36,7;36,6;24,0;27,4;90,7;50;55;-148,2;0,0;4,99;-0,468;300;0
06.09.2024;13:27:24;32,8;32,7;32,8;32,1;32,4;31,1;32,2;36,7;36,5;24,0;27,4;90,6;50;55;-144,1;0,0;4,99;-0,462;300;0
06.09.2024;13:27:34;32,7;32,7;32,8;32,1;32,4;31,2;32,2;36,7;36,6;23,9;27,4;91,3;50;55;-146,6;0,0;5,02;-0,462;300;0
06.09.2024;13:27:44;32,7;32,7;32,8;32,1;32,4;31,2;32,3;36,7;36,7;24,0;27,4;90,8;50;55;-144,5;0,0;4,99;-0,468;300;0
06.09.2024;13:27:54;32,7;32,7;32,8;32,2;32,5;31,3;32,3;36,7;36,6;24,0;27,5;90,6;50;55;-146,9;0,0;5,04;-0,468;300;0
06.09.2024;13:28:04;32,7;32,6;32,8;32,2;32,5;31,3;32,3;36,7;36,5;24,0;27,5;91,2;50;55;-142,3;0,0;5,01;-0,465;300;0
06.09.2024;13:28:14;32,6;32,6;32,8;32,2;32,5;31,3;32,3;36,7;36,6;24,0;27,5;90,7;50;55;-146,1;0,0;5,04;-0,468;300;0
