;;T1;T2;T3;T4;T5;T6;T7;T8p1;T8p2;TAbluft;TZuluft;Volumenstrom;Zuluft;Abluft;Foliendicke;Fuellstand;Geschwindigkeit;Innendruck;Rakelhoehe;Ventilstellung
27.08.2024;09:21:56;24,3;24,1;24,1;24,0;24,3;24,1;24,4;24,2;24,4;23,2;25,4;73,5;40;45;-182,8;0,0;0,00;-0,431;300;0
27.08.2024;09:22:06;24,3;24,1;24,1;24,0;24,4;24,1;24,4;24,2;24,4;23,2;25,4;73,9;40;45;-182,8;0,0;0,00;-0,434;300;0
27.08.2024;09:22:16;24,3;24,1;24,1;24,0;24,3;24,1;24,4;24,2;24,4;23,2;25,4;73,2;40;45;-182,7;0,0;0,00;-0,439;300;0
27.08.2024;09:22:26;24,3;24,1;24,1;24,0;24,4;24,1;24,4;24,2;24,4;23,2;25,4;73,2;40;45;-182,7;0,0;0,00;-0,431;300;0
27.08.2024;09:22:36;24,3;24,1;24,1;24,0;24,4;24,1;24,4;24,2;24,4;23,2;25,4;73,2;40;45;-182,7;0,0;0,00;-0,434;300;0
27.08.2024;09:22:46;24,3;24,1;24,1;24,0;24,4;24,1;24,4;24,2;24,4;23,2;25,4;73,7;40;45;-182,8;0,0;0,00;-0,434;300;0
27.08.2024;09:22:56;24,3;24,1;24,1;24,0;24,4;24,1;24,4;24,2;24,4;23,2;25,4;73,2;40;45;-182,7;0,0;0,00;-0,434;300;0
27.08.2024;09:23:06;24,3;24,1;24,1;24,0;24,4;24,1;24,4;24,2;24,4;23,2;25,4;73,0;40;45;-182,7;0,0;0,00;-0,436;300;0
27.08.2024;09:23:16;24,3;24,1;24,1;24,0;24,4;24,1;24,4;24,2;24,4;23,2;25,4;73,1;40;45;-182,8;0,0;0,00;-0,434;300;0
27.08.2024;09:23:27;24,3;24,1;24,1;24,0;24,4;24,1;24,4;24,2;24,4;23,2;25,4;74,1;40;45;-182,7;0,0;0,00;-0,434;300;0
27.08.2024;09:23:37;24,3;24,1;24,1;24,0;24,4;24,1;24,4;24,2;24,4;23,2;25,4;73,5;40;45;-182,7;0,0;0,00;-0,434;300;0
27.08.2024;09:23:47;24,3;24,1;24,1;24,0;24,4;24,1;24,4;24,2;24,4;23,2;25,4;73,5;40;45;-182,7;0,0;0,00;-0,431;300;0
27.08.2024;09:23:57;24,3;24,1;24,1;24,0;24,4;24,1;24,4;24,2;24,4;23,2;25,4;73,1;40;45;-182,8;0,0;0,00;-0,434;300;0
27.08.2024;09:24:07;24,3;24,1;24,1;24,0;24,4;24,1;24,4;24,2;24,4;23,2;25,4;73,3;40;45;-182,8;0,0;0,00;-0,434;300;0
27.08.2024;09:24:17;24,4;24,1;24,1;24,0;24,4;24,1;24,4;24,2;24,4;23,2;25,4;73,6;40;45;-182,8;0,0;0,00;-0,434;300;0
27.08.2024;09:24:27;24,4;24,1;24,1;24,0;24,4;24,1;24,4;24,2;24,4;23,2;25,4;73,7;40;45;-182,8;0,0;0,00;-0,431;300;0
27.08.2024;09:24:37;24,4;24,1;24,1;24,0;24,4;24,1;24,4;24,2;24,4;23,2;25,4;73,6;40;45;-182,8;0,0;0,00;-0,434;300;0
27.08.2024;09:24:47;24,4;24,1;24,1;24,0;24,4;24,1;24,4;24,2;24,4;23,2;25,4;73,7;40;45;-182,8;0,0;0,00;-0,431;300;0
27.08.2024;09:24:57;24,4;24,1;24,1;24,0;24,4;24,1;24,4;24,2;24,4;23,2;25,4;73,6;40;45;-182,8;0,0;0,00;-0,434;300;0
27.08.2024;09:25:07;24,4;24,1;24,1;24,0;24,4;24,1;24,5;24,2;24,4;23,2;25,4;73,7;40;45;-182,7;0,0;0,00;-0,431;300;0
27.08.2024;09:25:17;24,4;24,1;24,1;24,0;24,4;24,1;24,5;24,2;24,4;23,2;25,4;73,7;40;45;-143,2;0,0;8,24;-0,434;300;0
27.08.2024;09:25:28;24,4;24,1;24,1;24,0;24,4;24,1;24,5;24,2;24,4;23,2;25,4;73,6;40;45;-147,1;0,0;7,45;-0,436;300;0
27.08.2024;09:25:38;24,4;24,1;24,1;24,0;24,4;24,1;24,5;24,2;24,4;23,2;25,4;72,6;40;45;-144,8;0,0;7,49;-0,436;300;0
27.08.2024;09:25:48;24,4;24,1;24,1;24,0;24,4;24,1;24,5;24,2;24,4;23,2;25,4;73,3;40;45;-146,3;0,0;7,45;-0,434;300;0
27.08.2024;09:25:58;24,4;24,1;24,1;24,0;24,4;24,1;24,5;24,2;24,4;23,2;25,4;73,5;40;45;-140,8;0,0;7,48;-0,434;300;0
27.08.2024;09:26:08;24,4;24,1;24,1;24,0;24,4;24,1;24,5;24,2;24,4;23,2;25,4;73,4;40;45;-138,5;0,0;7,50;-0,434;300;0
27.08.2024;09:26:18;24,4;24,1;24,1;24,0;24,4;24,1;24,5;24,2;24,4;23,2;25,4;73,4;40;45;-139,2;0,0;7,50;-0,436;300;0
27.08.2024;09:26:28;24,4;24,1;24,1;24,0;24,4;24,1;24,5;24,2;24,4;23,2;25,4;73,8;40;45;-141,3;0,0;7,50;-0,434;300;0
27.08.2024;09:26:38;24,4;24,1;24,1;24,0;24,4;24,1;24,5;24,2;24,4;23,2;25,4;73,4;40;45;-124,2;0,0;7,46;-0,431;300;0
27.08.2024;09:26:48;24,4;24,1;24,1;24,0;24,4;24,1;24,5;24,2;24,4;23,2;25,4;73,4;40;45;-141,6;0,0;7,53;-0,434;300;0
27.08.2024;09:26:58;24,4;24,1;24,1;24,0;24,4;24,1;24,5;24,2;24,4;23,2;25,4;73,7;40;45;-144,8;0,0;7,47;-0,434;300;0
27.08.2024;09:27:08;24,4;24,1;24,1;24,0;24,4;24,1;24,5;24,2;24,4;23,2;25,4;74,0;40;45;-144,1;0,0;7,52;-0,436;300;0
27.08.2024;09:27:18;24,4;24,1;24,1;24,0;24,4;24,1;24,5;24,2;24,4;23,2;25,4;73,4;40;45;-143,5;0,0;7,46;-0,431;300;0
27.08.2024;09:27:28;24,4;24,1;24,1;24,0;24,4;24,1;24,5;24,2;24,4;23,2;25,4;74,0;40;45;-147,4;0,0;7,45;-0,431;300;0
27.08.2024;09:27:39;24,4;24,1;24,1;24,0;24,4;24,1;24,5;24,2;24,4;23,2;25,4;73,8;40;45;-145,6;0,0;7,47;-0,431;300;0
27.08.2024;09:27:49;24,3;24,1;24,1;24,0;24,4;24,1;24,5;24,2;24,4;23,2;25,4;73,6;40;45;-145,9;0,0;7,51;-0,434;300;0
27.08.2024;09:27:59;24,3;24,1;24,1;24,0;24,4;24,1;24,5;24,2;24,4;23,2;25,4;74,3;40;45;-146,1;0,0;7,49;-0,434;300;0
27.08.2024;09:28:09;24,2;24,1;24,2;24,0;24,4;24,1;24,5;24,2;24,4;23,1;25,4;73,4;40;45;-143,4;0,0;7,50;-0,434;300;0
27.08.2024;09:28:19;24,2;24,1;24,2;24,0;24,4;24,2;24,5;24,2;24,4;23,1;25,4;74,3;40;45;-145,3;0,0;7,47;-0,439;300;0
27.08.2024;09:28:29;24,1;24,1;24,2;24,0;24,4;24,1;24,5;24,2;24,4;23,1;25,4;74,0;40;45;-144,1;0,0;7,46;-0,436;300;0
27.08.2024;09:28:39;24,0;24,2;24,2;24,0;24,4;24,1;24,5;24,2;24,4;23,1;25,4;74,0;40;45;-144,8;0,0;7,51;-0,434;300;0
27.08.2024;09:28:49;23,9;24,2;24,1;24,0;24,4;24,1;24,5;24,2;24,4;23,1;25,4;74,0;40;45;-144,8;0,0;7,54;-0,431;300;0
27.08.2024;09:28:59;23,8;24,2;24,2;24,0;24,4;24,1;24,5;24,2;24,4;23,1;25,4;73,1;40;45;-142,7;0,0;7,53;-0,431;300;0
27.08.2024;09:29:09;23,8;24,1;24,2;24,0;24,4;24,2;24,5;24,2;24,4;23,1;25,4;73,3;40;45;-144,2;0,0;7,48;-0,431;300;0
27.08.2024;09:29:19;23,7;24,1;24,2;24,0;24,4;24,2;24,5;24,2;24,4;23,1;25,4;74,2;40;45;-145,2;0,0;7,48;-0,431;300;0
27.08.2024;09:29:29;23,6;24,1;24,2;24,0;24,4;24,1;24,5;24,2;24,4;23,1;25,4;74,3;40;45;-146,4;0,0;7,53;-0,425;300;0
