;;T1;T2;T3;T4;T5;T6;T7;T8p1;T8p2;TAbluft;TZuluft;Volumenstrom;Zuluft;Abluft;Foliendicke;Fuellstand;Geschwindigkeit;Innendruck;Rakelhoehe;Ventilstellung
29.10.2024;10:31:42;45,3;45,4;44,9;44,0;44,6;43,3;45,3;50,0;49,9;31,6;34,6;66,0;40;45;-108,3;0,0;0,00;-0,489;300;0
29.10.2024;10:31:52;45,3;45,4;45,0;44,0;44,6;43,3;45,3;50,0;49,8;31,6;34,6;64,7;40;45;-108,4;0,0;0,00;-0,489;300;0
29.10.2024;10:32:03;45,4;45,4;45,0;44,0;44,6;43,4;45,4;50,0;49,8;31,7;34,6;65,2;40;45;-115,0;0,0;5,86;-0,491;300;0
29.10.2024;10:32:13;45,3;45,3;45,0;44,0;44,6;43,4;45,3;50,0;49,9;31,6;34,6;65,8;40;45;-113,7;0,0;2,89;-0,489;300;0
29.10.2024;10:32:23;45,3;45,3;45,0;44,0;44,6;43,3;45,3;50,0;49,8;31,6;34,6;65,5;40;45;-113,4;0,0;4,07;-0,491;300;0
29.10.2024;10:32:33;45,3;45,4;45,0;44,0;44,6;43,3;45,3;50,0;49,9;31,6;34,6;65,9;40;45;-116,2;0,0;5,64;-0,491;300;0
29.10.2024;10:32:43;45,3;45,3;45,0;44,0;44,6;43,3;45,3;50,0;49,8;31,6;34,6;69,9;40;45;-116,0;0,0;5,04;-0,434;300;0
29.10.2024;10:32:53;45,4;45,3;45,0;44,0;44,6;43,3;45,3;50,0;49,8;31,6;34,6;69,3;40;45;-115,2;0,0;4,98;-0,431;300;0
29.10.2024;10:33:03;45,3;45,3;45,0;44,0;44,6;43,3;45,3;50,0;49,9;31,4;34,7;68,9;40;45;-114,4;0,0;5,01;-0,431;300;0
29.10.2024;10:33:13;45,3;45,4;45,0;44,0;44,6;43,3;45,3;50,0;49,8;31,4;34,7;68,5;40;45;-116,8;0,0;5,05;-0,434;300;0
29.10.2024;10:33:23;45,3;45,3;45,0;44,0;44,6;43,3;45,3;50,0;49,8;31,4;34,7;68,7;40;45;-115,6;0,0;5,01;-0,431;300;0
29.10.2024;10:33:33;45,3;45,3;45,0;44,0;44,6;43,3;45,3;50,0;49,9;31,3;34,7;68,6;40;45;-115,8;0,0;5,01;-0,439;300;0
29.10.2024;10:33:43;45,3;45,3;45,0;44,0;44,5;43,3;45,3;50,0;49,8;31,3;34,8;69,1;40;45;-113,3;0,0;5,01;-0,428;300;0
29.10.2024;10:33:53;45,3;45,3;45,0;44,0;44,5;43,4;45,2;50,0;49,9;31,3;34,8;68,4;40;45;-116,0;0,0;4,96;-0,431;300;0
29.10.2024;10:34:03;45,3;45,3;45,0;44,0;44,5;43,4;45,2;50,0;49,8;31,3;34,8;68,6;40;45;-113,7;0,0;5,00;-0,434;300;0
29.10.2024;10:34:13;45,3;45,4;45,0;44,0;44,5;43,3;45,2;50,0;49,8;31,3;34,8;68,8;40;45;-112,6;0,0;4,99;-0,428;300;0
29.10.2024;10:34:24;45,3;45,3;45,0;44,0;44,5;43,4;45,2;50,1;49,9;31,1;34,8;68,1;40;45;-116,4;0,0;5,04;-0,434;300;0
29.10.2024;10:34:34;45,3;45,3;45,0;44,0;44,5;43,4;45,2;50,0;49,9;31,1;34,8;68,5;40;45;-114,4;0,0;5,02;-0,431;300;0
29.10.2024;10:34:44;45,3;45,3;45,0;44,0;44,5;43,4;45,2;50,0;49,8;31,1;34,8;68,5;40;45;-114,5;0,0;4,99;-0,431;300;0
29.10.2024;10:34:54;45,3;45,4;45,0;43,9;44,5;43,4;45,2;50,0;49,9;31,1;34,8;68,6;40;45;-114,6;0,0;4,99;-0,436;300;0
29.10.2024;10:35:04;45,3;45,3;45,1;44,0;44,6;43,4;45,2;50,0;49,8;31,1;34,9;68,1;40;45;-115,0;0,0;4,99;-0,436;300;0
29.10.2024;10:35:14;45,2;45,4;45,0;44,0;44,6;43,5;45,2;50,0;49,8;31,1;34,9;68,3;40;45;-113,9;0,0;5,00;-0,431;300;0
29.10.2024;10:35:24;45,2;45,3;45,0;44,0;44,6;43,5;45,2;50,0;49,9;31,0;34,9;68,4;40;45;-116,0;0,0;4,98;-0,436;300;0
29.10.2024;10:35:34;45,0;45,3;45,0;44,0;44,6;43,5;45,2;50,0;49,9;30,9;34,9;67,7;40;45;-110,9;0,0;5,00;-0,431;300;0
29.10.2024;10:35:44;44,9;45,3;45,0;44,0;44,6;43,5;45,2;50,0;49,8;30,9;34,9;68,2;40;45;-114,4;0,0;5,06;-0,434;300;0
29.10.2024;10:35:54;44,8;45,4;45,0;44,0;44,6;43,5;45,2;50,0;49,9;30,9;34,9;67,5;40;45;-114,2;0,0;5,00;-0,431;300;0
29.10.2024;10:36:04;44,7;45,4;45,0;44,0;44,6;43,5;45,2;50,0;49,8;30,9;34,9;68,7;40;45;-112,8;0,0;5,00;-0,442;300;0
29.10.2024;10:36:14;44,5;45,3;45,0;44,0;44,6;43,5;45,2;50,0;49,8;30,9;34,9;67,4;40;45;-113,7;0,0;4,96;-0,434;300;0
29.10.2024;10:36:25;44,4;45,4;45,0;44,0;44,6;43,5;45,2;50,0;49,9;30,9;34,9;67,8;40;45;-115,5;0,0;5,01;-0,434;300;0
29.10.2024;10:36:35;44,3;45,3;45,0;44,0;44,6;43,5;45,1;50,0;49,8;30,9;34,9;67,7;40;45;-110,6;0,0;4,98;-0,431;300;0
29.10.2024;10:36:45;44,2;45,3;45,0;44,0;44,6;43,5;45,1;50,0;49,8;30,9;34,9;66,8;40;45;-114,5;0,0;5,01;-0,431;300;0
29.10.2024;10:36:55;44,1;45,4;45,0;44,0;44,7;43,6;45,1;50,1;49,9;30,9;34,9;67,5;40;45;-115,5;0,0;5,03;-0,431;300;0
29.10.2024;10:37:05;44,0;45,3;44,9;44,0;44,7;43,6;45,1;50,1;49,8;30,8;34,9;67,9;40;45;-116,5;0,0;4,97;-0,434;300;0
29.10.2024;10:37:15;43,9;45,3;44,9;44,0;44,7;43,6;45,1;50,0;49,8;30,8;34,9;67,3;40;45;-114,5;0,0;4,97;-0,431;300;0
29.10.2024;10:37:25;43,8;45,4;44,9;44,0;44,7;43,6;45,1;50,0;49,9;30,8;34,9;68,1;40;45;-113,8;0,0;5,01;-0,425;300;0
