;;T1;T2;T3;T4;T5;T6;T7;T8p1;T8p2;TAbluft;TZuluft;Volumenstrom;Zuluft;Abluft;Foliendicke;Fuellstand;Geschwindigkeit;Innendruck;Rakelhoehe;Ventilstellung
28.08.2024;13:57:58;32,9;33,3;33,7;32,4;32,7;31,8;32,5;35,8;35,7;25,2;28,5;68,5;40;45;-190,9;0,0;0,00;-0,509;300;0
28.08.2024;13:58:09;33,0;33,3;33,7;32,4;32,8;31,8;32,6;35,8;35,7;25,2;28,5;69,6;40;45;-199,7;0,0;0,00;-0,520;300;0
28.08.2024;13:58:19;33,0;33,3;33,7;32,4;32,8;31,8;32,6;35,7;35,7;25,2;28,5;71,0;40;45;-143,7;0,0;2,06;-0,434;300;0
28.08.2024;13:58:29;33,0;33,3;33,7;32,4;32,8;31,8;32,6;35,7;35,6;25,2;28,5;72,4;40;45;-148,9;0,0;5,15;-0,436;300;0
28.08.2024;13:58:39;33,0;33,3;33,8;32,4;32,8;31,9;32,6;35,8;35,7;25,2;28,5;72,5;40;45;-147,6;0,0;5,03;-0,436;300;0
28.08.2024;13:58:49;33,0;33,3;33,8;32,4;32,8;31,9;32,6;35,8;35,7;25,2;28,5;72,4;40;45;-149,2;0,0;4,97;-0,436;300;0
28.08.2024;13:58:59;33,1;33,3;33,8;32,4;32,8;31,9;32,6;35,7;35,7;25,2;28,5;72,1;40;45;-147,6;0,0;5,03;-0,436;300;0
28.08.2024;13:59:09;33,1;33,2;33,8;32,4;32,9;31,9;32,6;35,8;35,6;25,1;28,5;71,7;40;45;-147,1;0,0;5,00;-0,436;300;0
28.08.2024;13:59:19;33,1;33,2;33,9;32,5;32,9;32,0;32,6;35,8;35,7;25,0;28,6;71,8;40;45;-146,0;0,0;4,96;-0,439;300;0
28.08.2024;13:59:29;33,1;33,1;33,8;32,5;32,9;32,0;32,6;35,8;35,7;25,0;28,6;72,1;40;45;-145,2;0,0;5,02;-0,436;300;0
28.08.2024;13:59:39;33,1;33,1;33,8;32,5;32,9;32,0;32,6;35,7;35,6;25,0;28,6;72,2;40;45;-139,4;0,0;5,01;-0,439;300;0
28.08.2024;13:59:49;33,1;33,1;33,8;32,5;32,9;32,0;32,7;35,7;35,7;25,0;28,6;73,3;40;45;-147,5;0,0;4,99;-0,436;300;0
28.08.2024;14:00:00;33,2;33,1;33,7;32,5;32,9;32,0;32,7;35,8;35,7;25,0;28,6;72,6;40;45;-144,8;0,0;4,99;-0,436;300;0
28.08.2024;14:00:10;33,2;33,0;33,7;32,5;32,9;32,1;32,7;35,8;35,7;25,0;28,6;72,6;40;45;-147,1;0,0;5,01;-0,439;300;0
28.08.2024;14:00:20;33,1;33,0;33,7;32,5;32,9;32,1;32,7;35,7;35,7;25,0;28,6;72,2;40;45;-147,1;0,0;5,00;-0,434;300;0
28.08.2024;14:00:30;33,2;33,0;33,6;32,5;32,9;32,1;32,7;35,7;35,7;25,0;28,7;72,6;40;45;-145,6;0,0;4,96;-0,434;300;0
28.08.2024;14:00:40;33,2;33,0;33,6;32,5;33,0;32,1;32,7;35,8;35,7;25,0;28,7;72,8;40;45;-146,9;0,0;5,03;-0,436;300;0
28.08.2024;14:00:50;33,2;33,0;33,6;32,6;33,0;32,2;32,8;35,8;35,7;25,0;28,7;73,0;40;45;-145,7;0,0;5,02;-0,434;300;0
28.08.2024;14:01:00;33,1;32,9;33,6;32,6;33,0;32,2;32,8;35,8;35,7;25,0;28,7;72,7;40;45;-147,7;0,0;4,98;-0,439;300;0
28.08.2024;14:01:10;33,1;33,0;33,5;32,6;33,0;32,2;32,8;35,8;35,7;25,0;28,7;72,5;40;45;-146,0;0,0;5,05;-0,436;300;0
28.08.2024;14:01:20;33,0;33,1;33,5;32,6;33,0;32,2;32,8;35,8;35,7;25,0;28,7;72,5;40;45;-140,8;0,0;5,02;-0,436;300;0
28.08.2024;14:01:30;32,9;33,1;33,5;32,6;33,0;32,2;32,8;35,7;35,7;25,0;28,7;72,8;40;45;-144,9;0,0;4,99;-0,436;300;0
28.08.2024;14:01:41;32,9;33,1;33,5;32,6;33,0;32,2;32,9;35,7;35,7;25,0;28,7;72,4;40;45;-147,9;0,0;5,00;-0,434;300;0
28.08.2024;14:01:51;32,8;33,1;33,5;32,6;33,0;32,3;32,9;35,8;35,7;25,0;28,7;72,6;40;45;-145,5;0,0;4,99;-0,436;300;0
28.08.2024;14:02:01;32,7;33,2;33,4;32,6;33,0;32,3;32,9;35,7;35,7;25,0;28,7;72,5;40;45;-146,1;0,0;5,02;-0,436;300;0
28.08.2024;14:02:11;32,6;33,2;33,4;32,6;33,0;32,3;32,9;35,8;35,7;25,0;28,7;72,7;40;45;-146,2;0,0;5,00;-0,436;300;0
28.08.2024;14:02:21;32,4;33,2;33,4;32,6;33,0;32,3;32,9;35,8;35,7;25,0;28,7;71,9;40;45;-146,1;0,0;5,02;-0,434;300;0
28.08.2024;14:02:31;32,3;33,3;33,4;32,6;33,0;32,3;32,9;35,8;35,7;25,0;28,7;72,6;40;45;-139,8;0,0;5,03;-0,436;300;0
28.08.2024;14:02:41;32,3;33,3;33,4;32,6;33,0;32,3;32,9;35,7;35,6;25,0;28,7;72,3;40;45;-147,0;0,0;5,01;-0,434;300;0
28.08.2024;14:02:51;32,2;33,3;33,3;32,6;33,1;32,4;32,9;35,7;35,7;25,0;28,7;72,4;40;45;-148,9;0,0;5,02;-0,434;300;0
28.08.2024;14:03:01;32,1;33,3;33,3;32,6;33,1;32,4;32,9;35,8;35,7;25,0;28,7;72,4;40;45;-146,6;0,0;5,00;-0,434;300;0
