;;T1;T2;T3;T4;T5;T6;T7;T8p1;T8p2;TAbluft;TZuluft;Volumenstrom;Zuluft;Abluft;Foliendicke;Fuellstand;Geschwindigkeit;Innendruck;Rakelhoehe;Ventilstellung
28.10.2024;09:16:47;50,7;51,1;51,8;49,6;50,4;47,8;49,6;59,3;59,1;31,3;36,0;67,0;40;45;397,1;0,0;0,00;-0,489;300;0
28.10.2024;09:16:57;50,7;51,1;51,8;49,6;50,4;47,8;49,6;59,2;58,9;31,3;36,1;72,6;40;45;-128,9;0,0;5,21;-0,436;300;0
28.10.2024;09:17:07;50,7;51,1;51,8;49,6;50,4;47,7;49,6;59,2;59,0;31,3;36,1;71,6;40;45;-116,2;0,0;0,80;-0,434;300;0
28.10.2024;09:17:17;50,7;51,1;51,8;49,6;50,4;47,7;49,6;59,2;59,1;31,2;36,1;71,7;40;45;-118,9;0,0;4,34;-0,436;300;0
28.10.2024;09:17:27;50,7;51,1;51,8;49,6;50,5;47,7;49,7;59,2;58,9;31,1;36,2;71,6;40;45;-116,5;0,0;4,70;-0,431;300;0
28.10.2024;09:17:37;50,7;51,1;51,9;49,6;50,4;47,7;49,7;59,2;59,0;31,1;36,2;71,6;40;45;-117,6;0,0;7,06;-0,436;300;0
28.10.2024;09:17:47;50,7;51,1;51,9;49,6;50,4;47,7;49,7;59,2;59,0;31,1;36,2;70,8;40;45;-118,6;0,0;4,39;-0,434;300;0
28.10.2024;09:17:57;50,7;51,1;51,9;49,7;50,5;47,7;49,7;59,2;59,1;30,9;36,2;70,9;40;45;-118,4;0,0;3,91;-0,434;300;0
28.10.2024;09:18:07;50,7;51,1;51,9;49,7;50,4;47,7;49,7;59,2;59,0;30,9;36,3;71,0;40;45;-122,3;0,0;5,59;-0,436;300;0
28.10.2024;09:18:17;50,7;51,1;51,9;49,7;50,4;47,7;49,7;59,2;59,0;30,9;36,3;70,7;40;45;-121,3;0,0;2,74;-0,436;300;0
28.10.2024;09:18:28;50,7;51,1;51,9;49,7;50,4;47,7;49,8;59,2;59,1;30,9;36,3;70,8;40;45;-118,3;0,0;6,34;-0,431;300;0
28.10.2024;09:18:38;50,6;51,1;51,9;49,7;50,4;47,7;49,7;59,2;59,0;30,9;36,3;70,7;40;45;-119,5;0,0;4,70;-0,434;300;0
28.10.2024;09:18:48;50,6;51,1;51,9;49,7;50,4;47,7;49,8;59,3;59,0;30,9;36,3;70,8;40;45;-116,4;0,0;4,98;-0,434;300;0
28.10.2024;09:18:58;50,6;51,1;51,9;49,7;50,4;47,8;49,8;59,3;59,1;30,9;36,3;70,5;40;45;-122,0;0,0;5,36;-0,436;300;0
28.10.2024;09:19:08;50,6;51,1;51,9;49,7;50,4;47,8;49,8;59,3;59,0;30,9;36,4;70,7;40;45;-120,0;0,0;5,50;-0,439;300;0
28.10.2024;09:19:18;50,6;51,1;51,9;49,7;50,4;47,8;49,8;59,3;59,0;30,9;36,4;70,4;40;45;-118,5;0,0;6,54;-0,436;300;0
28.10.2024;09:19:28;50,6;51,1;51,9;49,8;50,4;47,8;49,8;59,3;59,1;30,9;36,4;70,5;40;45;-118,8;0,0;6,80;-0,434;300;0
28.10.2024;09:19:38;50,6;51,1;51,9;49,8;50,4;47,9;49,9;59,3;59,0;30,8;36,4;70,6;40;45;-120,0;0,0;6,32;-0,439;300;0
28.10.2024;09:19:48;50,6;51,1;52,0;49,8;50,4;47,9;49,9;59,3;59,0;30,8;36,4;69,6;40;45;-120,7;0,0;2,15;-0,436;300;0
28.10.2024;09:19:58;50,6;51,1;52,0;49,8;50,4;47,9;49,9;59,3;58,9;30,8;36,4;70,4;40;45;-120,3;0,0;5,95;-0,436;300;0
28.10.2024;09:20:08;50,6;51,1;52,0;49,8;50,4;47,9;49,9;59,3;59,1;30,8;36,4;69,9;40;45;-121,8;0,0;4,86;-0,434;300;0
